ProductId,ProductName,ProductType,Color,OrderQuantity,Size,Category,Country,Date,PurchasePrice,SellingPrice
2,Bike Bell,Accessory,Green,35,Small,Maintenance,Netherlands,8/13/2021,117.01,136.86
4,Water Bottle,Accessory,Red,41,Small,Maintenance,Sweden,4/3/2022,83.43,346.42
6,Bike Pump,Accessory,Yellow,28,Large,Maintenance,France,5/28/2022,142.49,173.37
1,Bike Lock,Accessory,Yellow,29,Small,Maintenance,Netherlands,4/28/2021,139.51,323.39
6,Bike Pump,Accessory,Blue,68,Small,Maintenance,Netherlands,8/14/2018,139.84,188.27
2,Bike Bell,Accessory,Yellow,51,Large,Maintenance,Italy,3/28/2019,136.99,228.27
4,Water Bottle,Accessory,Blue,28,Medium,Maintenance,Sweden,6/2/2021,139.05,164.86
3,Bike Lights,Accessory,Blue,33,Medium,Maintenance,United Kingdom,1/5/2020,95.77,178.39
2,Bike Bell,Accessory,Yellow,27,Medium,Maintenance,Italy,10/7/2018,119.22,141.4
4,Water Bottle,Accessory,Blue,35,Large,Maintenance,Spain,8/28/2019,126.03,185.46
5,Cycling Gloves,Accessory,Yellow,39,Medium,Maintenance,Germany,9/28/2020,58.65,360.67
3,Bike Lights,Accessory,Green,25,Medium,Maintenance,Germany,5/21/2019,123,327.45
5,Cycling Gloves,Accessory,Yellow,39,Small,Maintenance,France,11/2/2018,139.18,287.74
1,Bike Lock,Accessory,Yellow,55,Large,Maintenance,Switzerland,5/21/2020,123.35,263.66
7,Cycling Jacket,Accessory,Yellow,31,Small,Maintenance,France,2/17/2021,95.24,191.14
2,Bike Bell,Accessory,Yellow,47,Large,Maintenance,France,7/5/2018,79.58,303.1
3,Bike Lights,Accessory,Yellow,35,Medium,Maintenance,France,3/11/2022,120.33,360.93
7,Cycling Jacket,Accessory,Yellow,33,Large,Maintenance,Netherlands,6/6/2022,137.42,236.47
6,Bike Pump,Accessory,Red,25,Medium,Maintenance,Netherlands,11/15/2021,136.04,144.44
4,Water Bottle,Accessory,Red,42,Large,Maintenance,Germany,3/24/2021,119.81,293.44
3,Bike Lights,Accessory,Red,28,Medium,Maintenance,France,1/16/2020,101.47,375.25
3,Bike Lights,Accessory,Blue,54,Small,Maintenance,Italy,12/25/2018,111.91,225.53
3,Bike Lights,Accessory,Blue,40,Medium,Maintenance,Germany,2/19/2022,103.96,303.49
3,Bike Lights,Accessory,Green,42,Medium,Maintenance,Italy,4/22/2018,100.36,241.31
4,Water Bottle,Accessory,Yellow,56,Large,Maintenance,United Kingdom,8/20/2020,100.15,353.13
3,Bike Lights,Accessory,Blue,68,Medium,Maintenance,Italy,12/14/2022,144.54,347.42
1,Bike Lock,Accessory,Blue,30,Medium,Maintenance,Italy,6/7/2018,89.07,174.17
1,Bike Lock,Accessory,Green,69,Medium,Maintenance,France,2/23/2019,64.8,166.39
6,Bike Pump,Accessory,Red,59,Medium,Maintenance,Sweden,5/10/2020,143.17,255.32
2,Bike Bell,Accessory,Yellow,29,Large,Maintenance,Netherlands,9/6/2022,52.2,345.55
3,Bike Lights,Accessory,Yellow,66,Medium,Maintenance,Sweden,4/30/2021,114.61,214.73
5,Cycling Gloves,Accessory,Blue,33,Medium,Maintenance,United Kingdom,6/5/2022,139.83,209.29
3,Bike Lights,Accessory,Yellow,43,Small,Maintenance,United Kingdom,12/25/2019,126.97,138.01
5,Cycling Gloves,Accessory,Blue,35,Small,Maintenance,Spain,12/26/2018,121.18,203.44
1,Bike Lock,Accessory,Green,27,Small,Maintenance,United Kingdom,6/21/2020,149.38,282.99
2,Bike Bell,Accessory,Green,60,Medium,Maintenance,Spain,12/6/2019,120.71,308.03
5,Cycling Gloves,Accessory,Yellow,35,Small,Maintenance,Switzerland,2/21/2018,103.36,158.41
4,Water Bottle,Accessory,Green,45,Medium,Maintenance,Netherlands,1/23/2021,65.61,391.79
3,Bike Lights,Accessory,Green,61,Large,Maintenance,Sweden,2/1/2022,116.69,344.88
1,Bike Lock,Accessory,Green,55,Small,Maintenance,Italy,2/2/2021,140.02,163.34
4,Water Bottle,Accessory,Red,64,Large,Maintenance,Netherlands,7/9/2018,134.09,247.64
6,Bike Pump,Accessory,Blue,37,Small,Maintenance,United Kingdom,4/21/2022,108.34,186.09
1,Bike Lock,Accessory,Blue,59,Medium,Maintenance,Switzerland,6/28/2018,134.95,311.19
3,Bike Lights,Accessory,Yellow,63,Small,Maintenance,Netherlands,9/27/2021,110.51,384.44
6,Bike Pump,Accessory,Green,52,Medium,Maintenance,Netherlands,8/6/2019,86.96,227.53
4,Water Bottle,Accessory,Yellow,60,Medium,Maintenance,Switzerland,6/28/2020,58.76,325.16
2,Bike Bell,Accessory,Blue,52,Small,Maintenance,Italy,9/8/2022,122.86,238.9
3,Bike Lights,Accessory,Yellow,55,Small,Maintenance,Italy,11/18/2019,148.84,269.46
1,Bike Lock,Accessory,Blue,51,Small,Maintenance,Sweden,12/25/2018,113.88,200.17
2,Bike Bell,Accessory,Green,49,Medium,Maintenance,United Kingdom,8/13/2022,78.95,259.91
5,Cycling Gloves,Accessory,Green,54,Large,Maintenance,United Kingdom,11/12/2018,72.45,342.59
7,Cycling Jacket,Accessory,Blue,65,Medium,Maintenance,Switzerland,8/13/2019,97.25,304.8
6,Bike Pump,Accessory,Red,66,Large,Maintenance,Sweden,7/22/2019,74.48,157.82
6,Bike Pump,Accessory,Yellow,48,Large,Maintenance,United Kingdom,11/14/2022,108.11,280.53
7,Cycling Jacket,Accessory,Blue,32,Large,Maintenance,United Kingdom,2/5/2018,87.32,326.56
1,Bike Lock,Accessory,Blue,34,Small,Maintenance,Netherlands,10/5/2018,81.97,366.54
3,Bike Lights,Accessory,Green,48,Medium,Maintenance,France,12/31/2019,91.95,375.83
5,Cycling Gloves,Accessory,Red,65,Large,Maintenance,Spain,4/19/2022,143.63,266.31
7,Cycling Jacket,Accessory,Green,35,Large,Maintenance,United Kingdom,8/21/2022,104.37,364.92
6,Bike Pump,Accessory,Red,69,Small,Maintenance,Spain,12/22/2019,86.25,271.97
5,Cycling Gloves,Accessory,Red,43,Small,Maintenance,Spain,11/28/2019,87.3,258.35
2,Bike Bell,Accessory,Yellow,57,Medium,Maintenance,Italy,2/18/2021,72.11,176.81
1,Bike Lock,Accessory,Green,32,Large,Maintenance,Netherlands,9/9/2020,131.88,378.94
3,Bike Lights,Accessory,Blue,33,Large,Maintenance,Netherlands,5/8/2021,131.7,369.67
3,Bike Lights,Accessory,Blue,26,Medium,Maintenance,Spain,9/21/2018,124.45,157.61
2,Bike Bell,Accessory,Red,38,Small,Maintenance,Italy,11/15/2021,63.02,146.62
7,Cycling Jacket,Accessory,Red,55,Medium,Maintenance,France,8/9/2018,125.73,136.69
1,Bike Lock,Accessory,Red,41,Large,Maintenance,Italy,1/22/2018,54.33,207.95
2,Bike Bell,Accessory,Red,62,Small,Maintenance,France,12/21/2019,140.12,175.82
7,Cycling Jacket,Accessory,Red,42,Small,Maintenance,Germany,11/25/2018,144.88,220.66
7,Cycling Jacket,Accessory,Green,62,Small,Maintenance,Germany,1/5/2022,126.32,270.43
7,Cycling Jacket,Accessory,Green,59,Large,Maintenance,Sweden,3/15/2019,50.43,324.47
5,Cycling Gloves,Accessory,Yellow,36,Medium,Maintenance,Netherlands,1/6/2019,93.97,388.38
2,Bike Bell,Accessory,Yellow,57,Small,Maintenance,Italy,10/6/2019,72.76,156.03
5,Cycling Gloves,Accessory,Red,33,Medium,Maintenance,France,8/14/2019,99.58,224.34
4,Water Bottle,Accessory,Yellow,32,Small,Maintenance,United Kingdom,2/16/2022,88.48,250.66
5,Cycling Gloves,Accessory,Yellow,51,Large,Maintenance,Italy,1/22/2019,79.06,360.23
3,Bike Lights,Accessory,Yellow,36,Medium,Maintenance,Italy,10/8/2021,51.28,310.39
5,Cycling Gloves,Accessory,Red,67,Large,Maintenance,Switzerland,3/19/2020,117.65,157.78
2,Bike Bell,Accessory,Red,29,Small,Maintenance,Switzerland,2/15/2019,86.37,179.75
7,Cycling Jacket,Accessory,Yellow,52,Medium,Maintenance,United Kingdom,1/1/2022,122.52,201.59
4,Water Bottle,Accessory,Blue,67,Medium,Maintenance,United Kingdom,9/19/2020,110.32,236.22
1,Bike Lock,Accessory,Red,32,Small,Maintenance,Spain,7/10/2021,75.07,261.75
6,Bike Pump,Accessory,Yellow,28,Large,Maintenance,Spain,2/24/2018,133.03,261.99
6,Bike Pump,Accessory,Yellow,45,Medium,Maintenance,Italy,7/17/2018,65.27,296.04
2,Bike Bell,Accessory,Red,43,Small,Maintenance,Netherlands,6/20/2019,116.21,259.82
4,Water Bottle,Accessory,Yellow,32,Small,Maintenance,Sweden,2/10/2020,88.36,211.5
1,Bike Lock,Accessory,Yellow,36,Medium,Maintenance,Spain,9/13/2019,105.67,361.6
2,Bike Bell,Accessory,Yellow,44,Medium,Maintenance,Sweden,8/13/2018,121.57,259.05
5,Cycling Gloves,Accessory,Green,35,Medium,Maintenance,Switzerland,10/10/2020,100.67,232.63
3,Bike Lights,Accessory,Green,28,Large,Maintenance,Netherlands,9/11/2022,52.81,137.41
5,Cycling Gloves,Accessory,Yellow,26,Medium,Maintenance,Italy,2/19/2020,126.52,296.92
3,Bike Lights,Accessory,Green,51,Large,Maintenance,Germany,5/23/2019,85.13,306.84
1,Bike Lock,Accessory,Red,69,Large,Maintenance,Spain,11/23/2019,56.55,208.85
3,Bike Lights,Accessory,Green,27,Small,Maintenance,Switzerland,3/9/2021,96.09,362.43
6,Bike Pump,Accessory,Green,55,Large,Maintenance,Switzerland,2/13/2020,108.8,396.09
1,Bike Lock,Accessory,Green,56,Small,Maintenance,Sweden,11/20/2019,60.01,310.66
5,Cycling Gloves,Accessory,Blue,44,Medium,Maintenance,Italy,10/14/2020,86.33,244.9
3,Bike Lights,Accessory,Red,28,Large,Maintenance,Germany,7/6/2022,79.73,282.72
7,Cycling Jacket,Accessory,Yellow,62,Small,Maintenance,Sweden,5/18/2018,59.47,217.63
3,Bike Lights,Accessory,Yellow,29,Large,Maintenance,United Kingdom,7/5/2022,115.15,208.01
5,Cycling Gloves,Accessory,Blue,45,Small,Maintenance,Sweden,7/3/2021,70.01,235.63
6,Bike Pump,Accessory,Yellow,70,Medium,Maintenance,Germany,10/19/2020,101.62,176.3
6,Bike Pump,Accessory,Blue,59,Medium,Maintenance,France,6/7/2020,130.89,359.51
4,Water Bottle,Accessory,Yellow,34,Medium,Maintenance,United Kingdom,4/17/2022,74.04,330.27
3,Bike Lights,Accessory,Blue,29,Medium,Maintenance,United Kingdom,7/1/2019,113.39,357.64
6,Bike Pump,Accessory,Red,63,Small,Maintenance,Germany,11/4/2018,73.61,190.58
7,Cycling Jacket,Accessory,Red,44,Small,Maintenance,Switzerland,6/12/2020,96.42,278.95
2,Bike Bell,Accessory,Blue,42,Large,Maintenance,United Kingdom,7/4/2022,63.64,196.06
7,Cycling Jacket,Accessory,Red,27,Medium,Maintenance,France,2/10/2018,146.38,258.61
5,Cycling Gloves,Accessory,Red,44,Medium,Maintenance,Netherlands,4/13/2020,136.72,372.66
7,Cycling Jacket,Accessory,Green,33,Medium,Maintenance,Italy,10/21/2020,73.6,282.02
1,Bike Lock,Accessory,Yellow,40,Large,Maintenance,Netherlands,10/4/2019,109.98,337.63
6,Bike Pump,Accessory,Blue,40,Medium,Maintenance,Spain,8/7/2018,143.55,184.95
4,Water Bottle,Accessory,Red,51,Medium,Maintenance,Netherlands,10/1/2020,75.43,287.11
5,Cycling Gloves,Accessory,Green,52,Medium,Maintenance,Spain,7/23/2019,97.49,192.75
6,Bike Pump,Accessory,Red,48,Large,Maintenance,France,5/25/2021,132.14,130.8
7,Cycling Jacket,Accessory,Red,67,Large,Maintenance,Netherlands,9/26/2019,73.97,277
7,Cycling Jacket,Accessory,Green,40,Small,Maintenance,United Kingdom,3/15/2020,135.76,231.83
7,Cycling Jacket,Accessory,Green,40,Large,Maintenance,Sweden,11/25/2018,79.74,361.34
4,Water Bottle,Accessory,Yellow,27,Large,Maintenance,Sweden,5/16/2022,77.4,147.03
4,Water Bottle,Accessory,Blue,46,Large,Maintenance,Italy,8/7/2022,121.74,366.11
3,Bike Lights,Accessory,Yellow,57,Large,Maintenance,Netherlands,2/2/2022,56.64,240.74
1,Bike Lock,Accessory,Red,28,Medium,Maintenance,Spain,6/27/2020,114.14,175.53
2,Bike Bell,Accessory,Blue,65,Large,Maintenance,Spain,8/15/2018,80.55,283.35
6,Bike Pump,Accessory,Green,66,Medium,Maintenance,Switzerland,11/5/2021,126.32,357.91
4,Water Bottle,Accessory,Green,33,Small,Maintenance,Netherlands,8/21/2022,76.07,314.05
1,Bike Lock,Accessory,Red,51,Small,Maintenance,Germany,2/12/2020,86.76,233.21
5,Cycling Gloves,Accessory,Blue,66,Medium,Maintenance,Sweden,7/2/2018,111.2,187.89
6,Bike Pump,Accessory,Blue,35,Small,Maintenance,United Kingdom,5/14/2021,54.98,294.95
3,Bike Lights,Accessory,Yellow,35,Large,Maintenance,Switzerland,1/11/2022,144.72,157.27
4,Water Bottle,Accessory,Green,32,Large,Maintenance,United Kingdom,11/1/2022,72.45,180.86
4,Water Bottle,Accessory,Green,49,Large,Maintenance,Germany,5/13/2021,63.02,360.49
6,Bike Pump,Accessory,Green,37,Medium,Maintenance,France,10/26/2018,91.83,237.34
